Impact Probabilities and Periods of Close Approaches:

Overall Impact Probabilities (1/distance method):

Time: 2024-01-01 00:00:00, Probability: 1.666667E-09
Time: 2024-09-27 16:22:13.956990, Probability: 1.081223E-08
Time: 2024-09-27 16:52:14.059666, Probability: 1.081509E-08
Time: 2024-09-27 17:22:14.162341, Probability: 1.081794E-08
Time: 2024-09-27 17:52:14.265016, Probability: 1.082078E-08
Time: 2024-09-27 18:22:14.367692, Probability: 1.082361E-08
Time: 2024-09-27 18:52:14.470367, Probability: 1.082644E-08
Time: 2024-09-27 19:22:14.573042, Probability: 1.082927E-08
Time: 2024-09-27 19:52:14.675717, Probability: 1.083208E-08
Time: 2024-09-27 20:22:14.778393, Probability: 1.083489E-08
Time: 2024-09-27 20:52:14.881068, Probability: 1.083769E-08
Time: 2024-09-27 21:22:14.983743, Probability: 1.084049E-08
Time: 2024-09-27 21:52:15.086418, Probability: 1.084328E-08
Time: 2024-09-27 22:22:15.189094, Probability: 1.084606E-08
Time: 2024-09-27 22:52:15.291769, Probability: 1.084884E-08
Time: 2024-09-27 23:22:15.394444, Probability: 1.085161E-08
Time: 2024-09-27 23:52:15.497119, Probability: 1.085437E-08
Time: 2024-09-28 00:22:15.599795, Probability: 1.085713E-08
Time: 2024-09-28 00:52:15.702470, Probability: 1.085987E-08
Time: 2024-09-28 01:22:15.805145, Probability: 1.086262E-08
Time: 2024-09-28 01:52:15.907820, Probability: 1.086535E-08
Time: 2024-09-28 02:22:16.010496, Probability: 1.086808E-08
Time: 2024-09-28 02:52:16.113171, Probability: 1.087080E-08
Time: 2024-09-28 03:22:16.215846, Probability: 1.087352E-08
Time: 2024-09-28 03:52:16.318521, Probability: 1.087623E-08
Time: 2024-09-28 04:22:16.421197, Probability: 1.087893E-08
Time: 2024-09-28 04:52:16.523872, Probability: 1.088162E-08
Time: 2024-09-28 05:22:16.626547, Probability: 1.088431E-08
Time: 2024-09-28 05:52:16.729223, Probability: 1.088699E-08
Time: 2024-09-28 06:22:16.831898, Probability: 1.088966E-08
Time: 2024-09-28 06:52:16.934573, Probability: 1.089233E-08
Time: 2024-09-28 07:22:17.037248, Probability: 1.089499E-08
Time: 2024-09-28 07:52:17.139924, Probability: 1.089764E-08
Time: 2024-09-28 08:22:17.242599, Probability: 1.090029E-08
Time: 2024-09-28 08:52:17.345274, Probability: 1.090293E-08
Time: 2024-09-28 09:22:17.447949, Probability: 1.090556E-08
Time: 2024-09-28 09:52:17.550625, Probability: 1.090818E-08
Time: 2024-09-28 10:22:17.653300, Probability: 1.091080E-08
Time: 2024-09-28 10:52:17.755975, Probability: 1.091341E-08
Time: 2024-09-28 11:22:17.858650, Probability: 1.091601E-08
Time: 2024-09-28 11:52:17.961326, Probability: 1.091861E-08
Time: 2024-09-28 12:22:18.064001, Probability: 1.092120E-08
Time: 2024-09-28 12:52:18.166676, Probability: 1.092378E-08
Time: 2024-09-28 13:22:18.269351, Probability: 1.092636E-08
Time: 2024-09-28 13:52:18.372027, Probability: 1.092893E-08
Time: 2024-09-28 14:22:18.474702, Probability: 1.093149E-08
Time: 2024-09-28 14:52:18.577377, Probability: 1.093404E-08
Time: 2024-09-28 15:22:18.680052, Probability: 1.093659E-08
Time: 2024-09-28 15:52:18.782728, Probability: 1.093913E-08
Time: 2024-09-28 16:22:18.885403, Probability: 1.094166E-08
Time: 2024-09-28 16:52:18.988078, Probability: 1.094418E-08
Time: 2024-09-28 17:22:19.090754, Probability: 1.094670E-08
Time: 2024-09-28 17:52:19.193429, Probability: 1.094921E-08
Time: 2024-09-28 18:22:19.296104, Probability: 1.095171E-08
Time: 2024-09-28 18:52:19.398779, Probability: 1.095421E-08
Time: 2024-09-28 19:22:19.501455, Probability: 1.095670E-08
Time: 2024-09-28 19:52:19.604130, Probability: 1.095918E-08
Time: 2024-09-28 20:22:19.706805, Probability: 1.096165E-08
Time: 2024-09-28 20:52:19.809480, Probability: 1.096412E-08
Time: 2024-09-28 21:22:19.912156, Probability: 1.096657E-08
Time: 2024-09-28 21:52:20.014831, Probability: 1.096903E-08
Time: 2024-09-28 22:22:20.117506, Probability: 1.097147E-08
Time: 2024-09-28 22:52:20.220181, Probability: 1.097391E-08
Time: 2024-09-28 23:22:20.322857, Probability: 1.097634E-08
Time: 2024-09-28 23:52:20.425532, Probability: 1.097876E-08
Time: 2024-09-29 00:22:20.528207, Probability: 1.098117E-08
Time: 2024-09-29 00:52:20.630882, Probability: 1.098358E-08
Time: 2024-09-29 01:22:20.733558, Probability: 1.098598E-08
Time: 2024-09-29 01:52:20.836233, Probability: 1.098837E-08
Time: 2024-09-29 02:22:20.938908, Probability: 1.099075E-08
Time: 2024-09-29 02:52:21.041583, Probability: 1.099313E-08
Time: 2024-09-29 03:22:21.144259, Probability: 1.099550E-08
Time: 2024-09-29 03:52:21.246934, Probability: 1.099786E-08
Time: 2024-09-29 04:22:21.349609, Probability: 1.100022E-08
Time: 2024-09-29 04:52:21.452285, Probability: 1.100256E-08
Time: 2024-09-29 05:22:21.554960, Probability: 1.100490E-08
Time: 2024-09-29 05:52:21.657635, Probability: 1.100723E-08
Time: 2024-09-29 06:22:21.760310, Probability: 1.100956E-08
Time: 2024-09-29 06:52:21.862986, Probability: 1.101187E-08
Time: 2024-09-29 07:22:21.965661, Probability: 1.101418E-08
Time: 2024-09-29 07:52:22.068336, Probability: 1.101648E-08
Time: 2024-09-29 08:22:22.171011, Probability: 1.101877E-08
Time: 2024-09-29 08:52:22.273687, Probability: 1.102106E-08
Time: 2024-09-29 09:22:22.376362, Probability: 1.102334E-08
Time: 2024-09-29 09:52:22.479037, Probability: 1.102561E-08
Time: 2024-09-29 10:22:22.581712, Probability: 1.102787E-08
Time: 2024-09-29 10:52:22.684388, Probability: 1.103012E-08
Time: 2024-09-29 11:22:22.787063, Probability: 1.103237E-08
Time: 2024-09-29 11:52:22.889738, Probability: 1.103461E-08
Time: 2024-09-29 12:22:22.992413, Probability: 1.103684E-08
Time: 2024-09-29 12:52:23.095089, Probability: 1.103906E-08
Time: 2024-09-29 13:22:23.197764, Probability: 1.104128E-08
Time: 2024-09-29 13:52:23.300439, Probability: 1.104349E-08
Time: 2024-09-29 14:22:23.403114, Probability: 1.104569E-08
Time: 2024-09-29 14:52:23.505790, Probability: 1.104788E-08
Time: 2024-09-29 15:22:23.608465, Probability: 1.105006E-08
Time: 2024-09-29 15:52:23.711140, Probability: 1.105224E-08
Time: 2024-09-29 16:22:23.813816, Probability: 1.105441E-08
Time: 2024-09-29 16:52:23.916491, Probability: 1.105657E-08
Time: 2024-09-29 17:22:24.019166, Probability: 1.105872E-08
Time: 2024-09-29 17:52:24.121841, Probability: 1.106086E-08
Time: 2024-09-29 18:22:24.224517, Probability: 1.106300E-08
Time: 2024-09-29 18:52:24.327192, Probability: 1.106513E-08
Time: 2024-09-29 19:22:24.429867, Probability: 1.106725E-08
Time: 2024-09-29 19:52:24.532542, Probability: 1.106936E-08
Time: 2024-09-29 20:22:24.635218, Probability: 1.107147E-08
Time: 2024-09-29 20:52:24.737893, Probability: 1.107357E-08
Time: 2024-09-29 21:22:24.840568, Probability: 1.107565E-08
Time: 2024-09-29 21:52:24.943243, Probability: 1.107773E-08
Time: 2024-09-29 22:22:25.045919, Probability: 1.107981E-08
Time: 2024-09-29 22:52:25.148594, Probability: 1.108187E-08
Time: 2024-09-29 23:22:25.251269, Probability: 1.108393E-08
Time: 2024-09-29 23:52:25.353944, Probability: 1.108598E-08
Time: 2024-09-30 00:22:25.456620, Probability: 1.108802E-08
Time: 2024-09-30 00:52:25.559295, Probability: 1.109005E-08
Time: 2024-09-30 01:22:25.661970, Probability: 1.109207E-08
Time: 2024-09-30 01:52:25.764645, Probability: 1.109409E-08
Time: 2024-09-30 02:22:25.867321, Probability: 1.109610E-08
Time: 2024-09-30 02:52:25.969996, Probability: 1.109810E-08
Time: 2024-09-30 03:22:26.072671, Probability: 1.110009E-08
Time: 2024-09-30 03:52:26.175347, Probability: 1.110207E-08
Time: 2024-09-30 04:22:26.278022, Probability: 1.110405E-08
Time: 2024-09-30 04:52:26.380697, Probability: 1.110602E-08
Time: 2024-09-30 05:22:26.483372, Probability: 1.110798E-08
Time: 2024-09-30 05:52:26.586048, Probability: 1.110993E-08
Time: 2024-09-30 06:22:26.688723, Probability: 1.111187E-08
Time: 2024-09-30 06:52:26.791398, Probability: 1.111380E-08
Time: 2024-09-30 07:22:26.894073, Probability: 1.111573E-08
Time: 2024-09-30 07:52:26.996749, Probability: 1.111765E-08
Time: 2024-09-30 08:22:27.099424, Probability: 1.111956E-08
Time: 2024-09-30 08:52:27.202099, Probability: 1.112146E-08
Time: 2024-09-30 09:22:27.304774, Probability: 1.112335E-08
Time: 2024-09-30 09:52:27.407450, Probability: 1.112523E-08
Time: 2024-09-30 10:22:27.510125, Probability: 1.112711E-08
Time: 2024-09-30 10:52:27.612800, Probability: 1.112898E-08
Time: 2024-09-30 11:22:27.715475, Probability: 1.113084E-08
Time: 2024-09-30 11:52:27.818151, Probability: 1.113269E-08
Time: 2024-09-30 12:22:27.920826, Probability: 1.113453E-08
Time: 2024-09-30 12:52:28.023501, Probability: 1.113637E-08
Time: 2024-09-30 13:22:28.126176, Probability: 1.113819E-08
Time: 2024-09-30 13:52:28.228852, Probability: 1.114001E-08
Time: 2024-09-30 14:22:28.331527, Probability: 1.114182E-08
Time: 2024-09-30 14:52:28.434202, Probability: 1.114362E-08
Time: 2024-09-30 15:22:28.536878, Probability: 1.114541E-08
Time: 2024-09-30 15:52:28.639553, Probability: 1.114720E-08
Time: 2024-09-30 16:22:28.742228, Probability: 1.114897E-08
Time: 2024-09-30 16:52:28.844903, Probability: 1.115074E-08
Time: 2024-09-30 17:22:28.947579, Probability: 1.115250E-08
Time: 2024-09-30 17:52:29.050254, Probability: 1.115425E-08
Time: 2024-09-30 18:22:29.152929, Probability: 1.115599E-08
Time: 2024-09-30 18:52:29.255604, Probability: 1.115773E-08
Time: 2024-09-30 19:22:29.358280, Probability: 1.115945E-08
Time: 2024-09-30 19:52:29.460955, Probability: 1.116117E-08
Time: 2024-09-30 20:22:29.563630, Probability: 1.116288E-08
Time: 2024-09-30 20:52:29.666305, Probability: 1.116457E-08
Time: 2024-09-30 21:22:29.768981, Probability: 1.116627E-08
Time: 2024-09-30 21:52:29.871656, Probability: 1.116795E-08
Time: 2024-09-30 22:22:29.974331, Probability: 1.116962E-08
Time: 2024-09-30 22:52:30.077006, Probability: 1.117129E-08
Time: 2024-09-30 23:22:30.179682, Probability: 1.117294E-08
Time: 2024-09-30 23:52:30.282357, Probability: 1.117459E-08
Time: 2024-10-01 00:22:30.385032, Probability: 1.117623E-08
Time: 2024-10-01 00:52:30.487707, Probability: 1.117786E-08
Time: 2024-10-01 01:22:30.590383, Probability: 1.117948E-08
Time: 2024-10-01 01:52:30.693058, Probability: 1.118110E-08
Time: 2024-10-01 02:22:30.795733, Probability: 1.118270E-08
Time: 2024-10-01 02:52:30.898409, Probability: 1.118430E-08
Time: 2024-10-01 03:22:31.001084, Probability: 1.118588E-08
Time: 2024-10-01 03:52:31.103759, Probability: 1.118746E-08
Time: 2024-10-01 04:22:31.206434, Probability: 1.118903E-08
Time: 2024-10-01 04:52:31.309110, Probability: 1.119059E-08
Time: 2024-10-01 05:22:31.411785, Probability: 1.119215E-08
Time: 2024-10-01 05:52:31.514460, Probability: 1.119369E-08
Time: 2024-10-01 06:22:31.617135, Probability: 1.119523E-08
Time: 2024-10-01 06:52:31.719811, Probability: 1.119675E-08
Time: 2024-10-01 07:22:31.822486, Probability: 1.119827E-08
Time: 2024-10-01 07:52:31.925161, Probability: 1.119978E-08
Time: 2024-10-01 08:22:32.027836, Probability: 1.120128E-08
Time: 2024-10-01 08:52:32.130512, Probability: 1.120277E-08
Time: 2024-10-01 09:22:32.233187, Probability: 1.120425E-08
Time: 2024-10-01 09:52:32.335862, Probability: 1.120573E-08
Time: 2024-10-01 10:22:32.438537, Probability: 1.120719E-08
Time: 2024-10-01 10:52:32.541213, Probability: 1.120865E-08
Time: 2024-10-01 11:22:32.643888, Probability: 1.121010E-08
Time: 2024-10-01 11:52:32.746563, Probability: 1.121154E-08
Time: 2024-10-01 12:22:32.849238, Probability: 1.121297E-08
Time: 2024-10-01 12:52:32.951914, Probability: 1.121439E-08
Time: 2024-10-01 13:22:33.054589, Probability: 1.121580E-08
Time: 2024-10-01 13:52:33.157264, Probability: 1.121721E-08
Time: 2024-10-01 14:22:33.259940, Probability: 1.121860E-08
Time: 2024-10-01 14:52:33.362615, Probability: 1.121999E-08
Time: 2024-10-01 15:22:33.465290, Probability: 1.122136E-08
Time: 2024-10-01 15:52:33.567965, Probability: 1.122273E-08
Time: 2024-10-01 16:22:33.670641, Probability: 1.122409E-08
Time: 2024-10-01 16:52:33.773316, Probability: 1.122544E-08
Time: 2024-10-01 17:22:33.875991, Probability: 1.122678E-08
Time: 2024-10-01 17:52:33.978666, Probability: 1.122812E-08
Time: 2024-10-01 18:22:34.081342, Probability: 1.122944E-08
Time: 2024-10-01 18:52:34.184017, Probability: 1.123075E-08
Time: 2024-10-01 19:22:34.286692, Probability: 1.123206E-08
Time: 2024-10-01 19:52:34.389367, Probability: 1.123336E-08
Time: 2024-10-01 20:22:34.492043, Probability: 1.123465E-08
Time: 2024-10-01 20:52:34.594718, Probability: 1.123592E-08
Time: 2024-10-01 21:22:34.697393, Probability: 1.123720E-08
Time: 2024-10-01 21:52:34.800068, Probability: 1.123846E-08
Time: 2024-10-01 22:22:34.902744, Probability: 1.123971E-08
Time: 2024-10-01 22:52:35.005419, Probability: 1.124095E-08
Time: 2024-10-01 23:22:35.108094, Probability: 1.124219E-08
Time: 2024-10-01 23:52:35.210769, Probability: 1.124341E-08
Time: 2024-10-02 00:22:35.313445, Probability: 1.124463E-08
Time: 2024-10-02 00:52:35.416120, Probability: 1.124584E-08
Time: 2024-10-02 01:22:35.518795, Probability: 1.124703E-08
Time: 2024-10-02 01:52:35.621471, Probability: 1.124822E-08
Time: 2024-10-02 02:22:35.724146, Probability: 1.124940E-08
Time: 2024-10-02 02:52:35.826821, Probability: 1.125058E-08
Time: 2024-10-02 03:22:35.929496, Probability: 1.125174E-08
Time: 2024-10-02 03:52:36.032172, Probability: 1.125289E-08
Time: 2024-10-02 04:22:36.134847, Probability: 1.125404E-08
Time: 2024-10-02 04:52:36.237522, Probability: 1.125517E-08
Time: 2024-10-02 05:22:36.340197, Probability: 1.125630E-08
Time: 2024-10-02 05:52:36.442873, Probability: 1.125741E-08
Time: 2024-10-02 06:22:36.545548, Probability: 1.125852E-08
Time: 2024-10-02 06:52:36.648223, Probability: 1.125962E-08
Time: 2024-10-02 07:22:36.750898, Probability: 1.126071E-08
Time: 2024-10-02 07:52:36.853574, Probability: 1.126179E-08
Time: 2024-10-02 08:22:36.956249, Probability: 1.126287E-08
Time: 2024-10-02 08:52:37.058924, Probability: 1.126393E-08
Time: 2024-10-02 09:22:37.161599, Probability: 1.126498E-08
Time: 2024-10-02 09:52:37.264275, Probability: 1.126603E-08
Time: 2024-10-02 10:22:37.366950, Probability: 1.126706E-08
Time: 2024-10-02 10:52:37.469625, Probability: 1.126809E-08
Time: 2024-10-02 11:22:37.572300, Probability: 1.126911E-08
Time: 2024-10-02 11:52:37.674976, Probability: 1.127011E-08
Time: 2024-10-02 12:22:37.777651, Probability: 1.127111E-08
Time: 2024-10-02 12:52:37.880326, Probability: 1.127210E-08
Time: 2024-10-02 13:22:37.983002, Probability: 1.127308E-08
Time: 2024-10-02 13:52:38.085677, Probability: 1.127406E-08
Time: 2024-10-02 14:22:38.188352, Probability: 1.127502E-08
Time: 2024-10-02 14:52:38.291027, Probability: 1.127597E-08
Time: 2024-10-02 15:22:38.393703, Probability: 1.127692E-08
Time: 2024-10-02 15:52:38.496378, Probability: 1.127785E-08
Time: 2024-10-02 16:22:38.599053, Probability: 1.127878E-08
Time: 2024-10-02 16:52:38.701728, Probability: 1.127969E-08
Time: 2024-10-02 17:22:38.804404, Probability: 1.128060E-08
Time: 2024-10-02 17:52:38.907079, Probability: 1.128150E-08
Time: 2024-10-02 18:22:39.009754, Probability: 1.128239E-08
Time: 2024-10-02 18:52:39.112429, Probability: 1.128327E-08
Time: 2024-10-02 19:22:39.215105, Probability: 1.128414E-08
Time: 2024-10-02 19:52:39.317780, Probability: 1.128500E-08
Time: 2024-10-02 20:22:39.420455, Probability: 1.128585E-08
Time: 2024-10-02 20:52:39.523130, Probability: 1.128670E-08
Time: 2024-10-02 21:22:39.625806, Probability: 1.128753E-08
Time: 2024-10-02 21:52:39.728481, Probability: 1.128836E-08
Time: 2024-10-02 22:22:39.831156, Probability: 1.128917E-08
Time: 2024-10-02 22:52:39.933831, Probability: 1.128998E-08
Time: 2024-10-02 23:22:40.036507, Probability: 1.129078E-08
Time: 2024-10-02 23:52:40.139182, Probability: 1.129156E-08
Time: 2024-10-03 00:22:40.241857, Probability: 1.129234E-08
Time: 2024-10-03 00:52:40.344533, Probability: 1.129311E-08
Time: 2024-10-03 01:22:40.447208, Probability: 1.129387E-08
Time: 2024-10-03 01:52:40.549883, Probability: 1.129462E-08
Time: 2024-10-03 02:22:40.652558, Probability: 1.129537E-08
Time: 2024-10-03 02:52:40.755234, Probability: 1.129610E-08
Time: 2024-10-03 03:22:40.857909, Probability: 1.129682E-08
Time: 2024-10-03 03:52:40.960584, Probability: 1.129754E-08
Time: 2024-10-03 04:22:41.063259, Probability: 1.129824E-08
Time: 2024-10-03 04:52:41.165935, Probability: 1.129894E-08
Time: 2024-10-03 05:22:41.268610, Probability: 1.129962E-08
Time: 2024-10-03 05:52:41.371285, Probability: 1.130030E-08
Time: 2024-10-03 06:22:41.473960, Probability: 1.130097E-08
Time: 2024-10-03 06:52:41.576636, Probability: 1.130163E-08
Time: 2024-10-03 07:22:41.679311, Probability: 1.130228E-08
Time: 2024-10-03 07:52:41.781986, Probability: 1.130292E-08
Time: 2024-10-03 08:22:41.884661, Probability: 1.130355E-08
Time: 2024-10-03 08:52:41.987337, Probability: 1.130417E-08
Time: 2024-10-03 09:22:42.090012, Probability: 1.130478E-08
Time: 2024-10-03 09:52:42.192687, Probability: 1.130539E-08
Time: 2024-10-03 10:22:42.295362, Probability: 1.130598E-08
Time: 2024-10-03 10:52:42.398038, Probability: 1.130656E-08
Time: 2024-10-03 11:22:42.500713, Probability: 1.130714E-08
Time: 2024-10-03 11:52:42.603388, Probability: 1.130771E-08
Time: 2024-10-03 12:22:42.706064, Probability: 1.130826E-08
Time: 2024-10-03 12:52:42.808739, Probability: 1.130881E-08
Time: 2024-10-03 13:22:42.911414, Probability: 1.130935E-08
Time: 2024-10-03 13:52:43.014089, Probability: 1.130988E-08
Time: 2024-10-03 14:22:43.116765, Probability: 1.131040E-08
Time: 2024-10-03 14:52:43.219440, Probability: 1.131091E-08
Time: 2024-10-03 15:22:43.322115, Probability: 1.131141E-08
Time: 2024-10-03 15:52:43.424790, Probability: 1.131190E-08
Time: 2024-10-03 16:22:43.527466, Probability: 1.131238E-08
Time: 2024-10-03 16:52:43.630141, Probability: 1.131286E-08
Time: 2024-10-03 17:22:43.732816, Probability: 1.131332E-08
Time: 2024-10-03 17:52:43.835491, Probability: 1.131378E-08
Time: 2024-10-03 18:22:43.938167, Probability: 1.131422E-08
Time: 2024-10-03 18:52:44.040842, Probability: 1.131466E-08
Time: 2024-10-03 19:22:44.143517, Probability: 1.131508E-08
Time: 2024-10-03 19:52:44.246192, Probability: 1.131550E-08
Time: 2024-10-03 20:22:44.348868, Probability: 1.131591E-08
Time: 2024-10-03 20:52:44.451543, Probability: 1.131631E-08
Time: 2024-10-03 21:22:44.554218, Probability: 1.131670E-08
Time: 2024-10-03 21:52:44.656894, Probability: 1.131708E-08
Time: 2024-10-03 22:22:44.759569, Probability: 1.131745E-08
Time: 2024-10-03 22:52:44.862244, Probability: 1.131781E-08
Time: 2024-10-03 23:22:44.964919, Probability: 1.131816E-08
Time: 2024-10-03 23:52:45.067595, Probability: 1.131851E-08
Time: 2024-10-04 00:22:45.170270, Probability: 1.131884E-08
Time: 2024-10-04 00:52:45.272945, Probability: 1.131917E-08
Time: 2024-10-04 01:22:45.375620, Probability: 1.131948E-08
Time: 2024-10-04 01:52:45.478296, Probability: 1.131979E-08
Time: 2024-10-04 02:22:45.580971, Probability: 1.132008E-08
Time: 2024-10-04 02:52:45.683646, Probability: 1.132037E-08
Time: 2024-10-04 03:22:45.786321, Probability: 1.132065E-08
Time: 2024-10-04 03:52:45.888997, Probability: 1.132092E-08
Time: 2024-10-04 04:22:45.991672, Probability: 1.132118E-08
Time: 2024-10-04 04:52:46.094347, Probability: 1.132143E-08
Time: 2024-10-04 05:22:46.197022, Probability: 1.132167E-08
Time: 2024-10-04 05:52:46.299698, Probability: 1.132190E-08
Time: 2024-10-04 06:22:46.402373, Probability: 1.132212E-08
Time: 2024-10-04 06:52:46.505048, Probability: 1.132234E-08
Time: 2024-10-04 07:22:46.607723, Probability: 1.132254E-08
Time: 2024-10-04 07:52:46.710399, Probability: 1.132273E-08
Time: 2024-10-04 08:22:46.813074, Probability: 1.132292E-08
Time: 2024-10-04 08:52:46.915749, Probability: 1.132310E-08
Time: 2024-10-04 09:22:47.018425, Probability: 1.132326E-08
Time: 2024-10-04 09:52:47.121100, Probability: 1.132342E-08
Time: 2024-10-04 10:22:47.223775, Probability: 1.132357E-08
Time: 2024-10-04 10:52:47.326450, Probability: 1.132371E-08
Time: 2024-10-04 11:22:47.429126, Probability: 1.132384E-08
Time: 2024-10-04 11:52:47.531801, Probability: 1.132396E-08
Time: 2024-10-04 12:22:47.634476, Probability: 1.132407E-08
Time: 2024-10-04 12:52:47.737151, Probability: 1.132417E-08
Time: 2024-10-04 13:22:47.839827, Probability: 1.132426E-08
Time: 2024-10-04 13:52:47.942502, Probability: 1.132434E-08
Time: 2024-10-04 14:22:48.045177, Probability: 1.132442E-08
Time: 2024-10-04 14:52:48.147852, Probability: 1.132448E-08
Time: 2024-10-04 15:22:48.250528, Probability: 1.132454E-08
Time: 2024-10-04 15:52:48.353203, Probability: 1.132459E-08
Time: 2024-10-04 16:22:48.455878, Probability: 1.132462E-08
Time: 2024-10-04 16:52:48.558553, Probability: 1.132465E-08
Time: 2024-10-04 17:22:48.661229, Probability: 1.132467E-08
Time: 2024-10-04 17:52:48.763904, Probability: 1.132468E-08
Time: 2024-10-04 18:22:48.866579, Probability: 1.132468E-08
Time: 2024-10-04 18:52:48.969254, Probability: 1.132467E-08
Time: 2024-10-04 19:22:49.071930, Probability: 1.132465E-08
Time: 2024-10-04 19:52:49.174605, Probability: 1.132462E-08
Time: 2024-10-04 20:22:49.277280, Probability: 1.132458E-08
Time: 2024-10-04 20:52:49.379956, Probability: 1.132454E-08
Time: 2024-10-04 21:22:49.482631, Probability: 1.132448E-08
Time: 2024-10-04 21:52:49.585306, Probability: 1.132442E-08
Time: 2024-10-04 22:22:49.687981, Probability: 1.132434E-08
Time: 2024-10-04 22:52:49.790657, Probability: 1.132426E-08
Time: 2024-10-04 23:22:49.893332, Probability: 1.132417E-08
Time: 2024-10-04 23:52:49.996007, Probability: 1.132407E-08
Time: 2024-10-05 00:22:50.098682, Probability: 1.132396E-08
Time: 2024-10-05 00:52:50.201358, Probability: 1.132384E-08
Time: 2024-10-05 01:22:50.304033, Probability: 1.132371E-08
Time: 2024-10-05 01:52:50.406708, Probability: 1.132357E-08
Time: 2024-10-05 02:22:50.509383, Probability: 1.132342E-08
Time: 2024-10-05 02:52:50.612059, Probability: 1.132326E-08
Time: 2024-10-05 03:22:50.714734, Probability: 1.132310E-08
Time: 2024-10-05 03:52:50.817409, Probability: 1.132292E-08
Time: 2024-10-05 04:22:50.920084, Probability: 1.132274E-08
Time: 2024-10-05 04:52:51.022760, Probability: 1.132255E-08
Time: 2024-10-05 05:22:51.125435, Probability: 1.132234E-08
Time: 2024-10-05 05:52:51.228110, Probability: 1.132213E-08
Time: 2024-10-05 06:22:51.330785, Probability: 1.132191E-08
Time: 2024-10-05 06:52:51.433461, Probability: 1.132168E-08
Time: 2024-10-05 07:22:51.536136, Probability: 1.132144E-08
Time: 2024-10-05 07:52:51.638811, Probability: 1.132119E-08
Time: 2024-10-05 08:22:51.741487, Probability: 1.132093E-08
Time: 2024-10-05 08:52:51.844162, Probability: 1.132067E-08
Time: 2024-10-05 09:22:51.946837, Probability: 1.132039E-08
Time: 2024-10-05 09:52:52.049512, Probability: 1.132011E-08
Time: 2024-10-05 10:22:52.152188, Probability: 1.131981E-08
Time: 2024-10-05 10:52:52.254863, Probability: 1.131951E-08
Time: 2024-10-05 11:22:52.357538, Probability: 1.131920E-08
Time: 2024-10-05 11:52:52.460213, Probability: 1.131888E-08
Time: 2024-10-05 12:22:52.562889, Probability: 1.131855E-08
Time: 2024-10-05 12:52:52.665564, Probability: 1.131821E-08
Time: 2024-10-05 13:22:52.768239, Probability: 1.131786E-08
Time: 2024-10-05 13:52:52.870914, Probability: 1.131750E-08
Time: 2024-10-05 14:22:52.973590, Probability: 1.131713E-08
Time: 2024-10-05 14:52:53.076265, Probability: 1.131676E-08
Time: 2024-10-05 15:22:53.178940, Probability: 1.131637E-08
Time: 2024-10-05 15:52:53.281615, Probability: 1.131598E-08
Time: 2024-10-05 16:22:53.384291, Probability: 1.131557E-08
Time: 2024-10-05 16:52:53.486966, Probability: 1.131516E-08
Time: 2024-10-05 17:22:53.589641, Probability: 1.131474E-08
Time: 2024-10-05 17:52:53.692316, Probability: 1.131431E-08
Time: 2024-10-05 18:22:53.794992, Probability: 1.131387E-08
Time: 2024-10-05 18:52:53.897667, Probability: 1.131342E-08
Time: 2024-10-05 19:22:54.000342, Probability: 1.131296E-08
Time: 2024-10-05 19:52:54.103018, Probability: 1.131250E-08
Time: 2024-10-05 20:22:54.205693, Probability: 1.131202E-08
Time: 2024-10-05 20:52:54.308368, Probability: 1.131154E-08
Time: 2024-10-05 21:22:54.411043, Probability: 1.131104E-08
Time: 2024-10-05 21:52:54.513719, Probability: 1.131054E-08
Time: 2024-10-05 22:22:54.616394, Probability: 1.131003E-08
Time: 2024-10-05 22:52:54.719069, Probability: 1.130951E-08
Time: 2024-10-05 23:22:54.821744, Probability: 1.130898E-08
Time: 2024-10-05 23:52:54.924420, Probability: 1.130844E-08
Time: 2024-10-06 00:22:55.027095, Probability: 1.130789E-08
Time: 2024-10-06 00:52:55.129770, Probability: 1.130734E-08
Time: 2024-10-06 01:22:55.232445, Probability: 1.130677E-08
Time: 2024-10-06 01:52:55.335121, Probability: 1.130620E-08
Time: 2024-10-06 02:22:55.437796, Probability: 1.130561E-08
Time: 2024-10-06 02:52:55.540471, Probability: 1.130502E-08
Time: 2024-10-06 03:22:55.643146, Probability: 1.130442E-08
Time: 2024-10-06 03:52:55.745822, Probability: 1.130381E-08
Time: 2024-10-06 04:22:55.848497, Probability: 1.130319E-08
Time: 2024-10-06 04:52:55.951172, Probability: 1.130256E-08
Time: 2024-10-06 05:22:56.053847, Probability: 1.130193E-08
Time: 2024-10-06 05:52:56.156523, Probability: 1.130128E-08
Time: 2024-10-06 06:22:56.259198, Probability: 1.130063E-08
Time: 2024-10-06 06:52:56.361873, Probability: 1.129996E-08
Time: 2024-10-06 07:22:56.464549, Probability: 1.129929E-08
Time: 2024-10-06 07:52:56.567224, Probability: 1.129861E-08
Time: 2024-10-06 08:22:56.669899, Probability: 1.129792E-08
Time: 2024-10-06 08:52:56.772574, Probability: 1.129722E-08
Time: 2024-10-06 09:22:56.875250, Probability: 1.129651E-08
Time: 2024-10-06 09:52:56.977925, Probability: 1.129580E-08
Time: 2024-10-06 10:22:57.080600, Probability: 1.129507E-08
Time: 2024-10-06 10:52:57.183275, Probability: 1.129434E-08
